person_id;cohort_name;big5.chatty;big5.cold;big5.thorough;big5.depressed;big5.original;big5.quiet;big5.helpful;big5.unorganized;big5.relaxed;big5.wild_imagination;big5.outgoing;big5.rude;big5.planner;big5.worried_a_lot;big5.speculate;big5.shy;big5.considerate;big5.uncareful;big5.nervous;big5.not_artistic;big5_extrovert_tot;big5_openness_tot;big5_agreeableness_tot;big5_conscientiousness_tot;big5.relaxed_rev;big5_neuroticism_tot
3274;H-2025;7;7;7;1;7;7;7;7;5;4;7;7;6;1;4;7;7;6;1;4;28;19;28;26;3;6
3768;H-2025;7;3;7;3;5;4;7;4;4;5;5;5;7;3;6;5;7;5;4;6;21;22;22;23;4;14
3214;H-2025;6;4;6;3;5;5;6;3;3;5;5;6;3;5;6;4;7;3;5;6;20;22;23;15;5;18
3168;H-2025;6;5;7;3;5;4;6;5;3;7;4;5;5;6;6;6;6;7;6;7;20;25;22;24;5;20
3994;H-2025;6;7;6;1;4;6;6;6;4;3;6;6;5;5;3;6;6;4;2;3;24;13;25;21;4;12
3788;H-2025;6;6;6;1;5;7;2;7;6;4;6;4;5;3;4;7;6;4;2;5;26;18;18;22;2;8
3871;H-2025;6;6;7;1;5;5;5;7;7;7;5;6;6;5;6;7;7;6;3;6;23;24;24;26;1;10
3191;H-2025;6;4;6;3;4;3;5;6;5;5;6;4;6;6;4;4;6;2;4;4;19;17;19;20;3;16
3843;H-2025;3;2;6;3;5;5;6;4;3;5;4;7;6;3;6;1;7;7;5;6;13;22;22;23;5;16
3771;H-2025;5;6;7;1;5;3;6;7;4;4;5;7;7;3;4;7;7;7;5;6;20;19;26;28;4;13
3694;H-2025;5;5;4;2;4;4;5;5;6;2;5;6;5;6;5;6;6;5;5;6;20;17;22;19;2;15
3543;H-2025;3;6;6;1;5;1;6;6;7;3;4;6;5;1;6;6;7;7;5;3;14;17;25;24;1;8
3908;H-2025;6;7;6;1;6;4;6;6;3;5;7;6;4;1;3;7;7;7;2;1;24;15;26;23;5;9
3170;H-2025;4;7;5;1;4;6;7;4;5;5;5;7;6;2;5;7;7;7;2;5;22;19;28;22;3;8
3530;H-2025;6;3;7;4;7;4;5;6;6;7;6;3;7;3;7;6;7;1;5;5;22;26;18;21;2;14
3666;H-2025;7;6;6;1;7;7;2;7;6;7;7;6;7;4;7;7;7;3;4;7;28;28;21;23;2;11
3067;H-2025;7;5;7;1;7;7;5;3;7;7;7;3;7;3;7;7;7;2;5;7;28;28;20;19;1;10
3964;H-2025;3;6;7;1;7;6;7;7;6;5;5;7;7;6;6;5;7;7;4;3;19;21;27;28;2;13
3479;H-2025;4;6;7;4;6;3;6;7;2;5;5;6;6;6;5;4;7;5;6;6;16;22;25;25;6;22
3277;H-2025;3;5;6;1;4;4;7;5;6;5;5;6;7;5;5;6;7;4;4;4;18;18;25;22;2;12
3182;H-2025;5;5;6;1;4;6;6;5;4;1;6;7;7;2;3;7;7;5;4;1;24;9;25;23;4;11
3034;H-2025;6;5;6;1;4;5;5;5;5;6;5;5;5;2;6;6;5;5;3;4;22;20;20;21;3;9
3655;H-2025;6;6;6;1;6;4;5;6;5;7;6;4;7;3;7;7;7;4;1;6;23;26;22;23;3;8
3504;H-2025;5;6;7;1;4;4;6;7;5;2;4;6;7;6;3;4;7;6;2;2;17;11;25;27;3;12
3562;H-2025;4;5;6;3;6;2;7;1;6;7;5;7;7;6;7;5;7;7;6;7;16;27;26;21;2;17
3928;H-2025;6;7;7;1;6;6;6;6;6;5;6;7;5;6;7;7;7;4;4;7;25;25;27;22;2;13
3896;H-2025;7;7;6;1;5;7;7;6;4;7;7;7;7;3;5;7;7;6;4;7;28;24;28;25;4;12
3983;H-2025;6;6;5;2;5;5;4;3;5;5;6;6;3;4;7;7;6;3;3;7;24;24;22;14;3;12
3979;H-2025;5;3;5;3;5;5;5;5;4;4;5;5;7;3;4;5;6;5;4;2;20;15;19;22;4;14
3531;H-2025;7;7;7;1;6;5;7;7;4;4;6;7;7;1;5;6;7;6;3;3;24;18;28;27;4;9
3664;H-2025;6;6;7;1;5;6;6;7;5;7;6;5;7;7;7;5;7;7;7;7;23;26;24;28;3;18
3606;H-2025;7;7;7;1;4;7;3;7;4;4;7;3;6;5;6;7;6;4;5;6;28;20;19;24;4;15
3350;H-2025;5;3;6;3;4;5;5;7;4;3;5;6;6;5;3;4;6;6;4;2;19;12;20;25;4;16
3127;H-2025;4;4;7;5;5;4;7;7;2;4;2;7;5;7;7;4;7;7;5;6;14;22;25;26;6;23
3858;H-2025;4;5;5;3;5;5;5;2;5;5;4;5;3;3;5;5;6;5;3;7;18;22;21;15;3;12
3031;H-2025;4;6;6;3;6;4;6;7;4;7;5;6;7;5;7;3;7;6;7;5;16;25;25;26;4;19
3547;H-2025;7;7;7;1;5;6;7;7;5;1;7;6;5;4;4;6;7;6;5;4;26;14;27;25;3;13
3724;H-2025;4;6;7;1;4;3;6;7;3;3;4;7;6;5;3;6;7;7;6;4;17;14;26;27;5;17
3508;H-2025;5;7;5;1;5;6;5;6;5;5;7;7;5;3;2;6;7;6;3;3;24;15;26;22;3;10
3491;H-2025;6;7;7;1;6;3;7;6;6;6;6;7;6;5;6;5;7;6;5;5;20;23;28;25;2;13
3308;H-2025;7;7;7;1;4;7;7;3;5;5;7;3;5;5;7;7;7;3;1;1;28;17;24;18;3;10
3615;H-2025;3;7;6;1;5;5;7;7;7;5;6;7;5;2;4;7;7;6;3;6;21;20;28;24;1;7
3580;H-2025;6;7;6;1;5;7;1;2;7;7;7;5;4;1;7;6;7;3;2;3;26;22;20;15;1;5
3653;H-2025;6;6;7;2;4;4;6;7;6;4;5;5;6;6;5;4;7;5;5;3;19;16;24;25;2;15
3208;H-2025;5;5;6;1;4;4;4;6;3;3;6;6;6;5;3;4;7;5;4;2;19;12;22;23;5;15
3561;H-2025;7;7;7;1;4;7;6;6;4;6;7;6;7;5;5;7;7;3;6;2;28;17;26;23;4;16
3011;H-2025;6;7;6;1;5;6;5;6;7;5;7;6;5;1;6;6;7;3;2;6;25;22;25;20;1;5
3149;H-2025;6;6;6;1;5;5;6;6;7;5;6;5;6;6;5;6;6;4;5;4;23;19;23;22;1;13
3382;H-2025;5;6;5;1;4;5;6;6;4;3;5;7;5;2;4;7;6;6;4;4;22;15;25;22;4;11
3591;H-2025;2;6;6;1;3;1;4;3;2;3;2;5;5;7;5;3;7;5;7;3;8;14;22;19;6;21
3349;H-2025;4;3;7;1;6;5;7;5;7;4;5;6;7;3;4;4;7;2;1;4;18;18;23;21;1;6
3478;H-2025;6;6;6;5;6;6;6;6;4;4;6;6;5;7;6;6;7;6;6;6;24;22;25;23;4;22
3210;H-2025;2;7;7;2;7;1;4;7;6;6;3;7;6;6;4;3;7;6;5;7;9;24;25;26;2;15
3711;H-2025;3;6;7;4;7;2;7;1;4;6;3;7;5;6;6;3;7;4;5;5;11;24;27;17;4;19
3996;H-2025;5;6;6;1;7;6;6;4;7;7;6;7;5;5;7;7;7;6;2;2;24;23;26;21;1;9
3899;H-2025;7;5;7;5;7;4;7;7;7;7;7;7;7;5;7;5;7;7;1;1;23;22;26;28;1;12
3019;H-2025;4;6;6;2;5;3;6;5;5;4;4;6;5;4;4;4;6;6;6;5;15;18;24;22;3;15
3966;H-2025;1;1;7;4;5;1;3;7;6;3;1;2;7;6;5;2;5;5;3;5;5;18;11;26;2;15
3730;H-2025;7;7;7;4;5;7;7;7;5;7;7;6;7;5;4;6;7;6;4;6;27;22;27;27;3;16
3617;H-2025;5;6;7;1;5;4;7;4;4;7;4;7;5;5;7;5;7;6;4;6;18;25;27;22;4;14
3784;H-2025;3;4;6;3;5;3;6;4;4;6;4;5;6;6;6;4;6;5;5;3;14;20;21;21;4;18
3834;H-2025;2;3;6;2;4;1;6;7;4;5;1;7;6;5;6;3;6;6;3;7;7;22;22;25;4;14
3235;H-2025;7;6;6;1;5;6;6;5;5;3;7;6;5;3;4;7;6;5;3;6;27;18;24;21;3;10
3937;H-2025;5;6;5;2;4;4;6;6;5;2;5;6;6;6;2;7;7;5;5;1;21;9;25;22;3;16
3669;H-2025;5;4;7;2;4;6;6;6;3;6;5;7;7;5;4;6;6;4;5;5;22;19;23;24;5;17
3313;H-2025;5;7;7;1;6;5;7;6;3;5;5;1;7;6;5;5;7;7;6;6;20;22;22;27;5;18
3487;H-2025;4;6;7;1;4;5;6;7;4;1;4;7;4;4;3;6;7;6;3;4;19;12;26;24;4;12
3120;H-2025;5;4;7;1;4;5;6;6;5;5;4;7;4;3;5;5;7;7;2;7;19;21;24;24;3;9
3346;H-2025;4;5;7;4;5;3;6;7;4;4;1;6;7;3;5;3;7;6;3;7;11;21;24;27;4;14
3439;H-2025;4;4;6;1;1;4;7;4;5;5;4;7;6;2;1;4;6;2;5;1;16;8;24;18;3;11
3852;H-2025;5;6;7;1;4;4;6;6;5;5;5;7;7;3;4;5;7;5;3;5;19;18;26;25;3;10
3199;H-2025;5;6;5;1;5;5;5;6;6;4;5;3;5;2;4;6;5;6;4;2;21;15;19;22;2;9
3696;H-2025;6;5;7;1;4;5;5;6;5;4;6;4;5;4;7;6;7;6;4;2;23;17;21;24;3;12
3165;H-2025;4;7;7;1;4;5;7;6;4;2;4;7;7;2;3;7;7;5;3;2;20;11;28;25;4;10
3198;H-2025;7;6;7;1;5;7;7;6;6;5;6;7;7;5;5;6;7;7;3;4;26;19;27;27;2;11
3614;H-2025;4;5;5;3;2;4;4;5;3;3;4;3;3;5;3;4;5;4;5;3;16;11;17;17;5;18
3880;H-2025;5;7;6;1;4;6;6;7;5;3;6;7;6;2;3;7;7;7;2;5;24;15;27;26;3;8
3152;H-2025;5;7;6;1;6;6;7;2;3;5;6;7;3;5;6;6;7;4;5;7;23;24;28;15;5;16
3454;H-2025;7;7;7;4;6;4;7;6;7;7;5;6;6;3;6;7;7;7;1;1;23;20;27;26;1;9
3372;H-2025;5;6;7;1;6;5;6;2;4;6;6;7;5;7;6;4;7;6;5;7;20;25;26;20;4;17
3618;H-2025;6;7;7;1;5;6;6;7;6;5;7;7;7;1;5;7;7;5;3;3;26;18;27;26;2;7
3285;H-2025;2;4;7;5;6;2;7;6;7;7;2;7;4;7;4;5;7;6;5;5;11;22;25;23;1;18
3535;H-2025;6;7;6;1;7;6;7;7;7;7;7;7;7;1;7;7;7;7;1;7;26;28;28;27;1;4
3399;H-2025;4;6;7;1;6;4;7;6;7;6;4;6;5;1;6;4;7;6;2;3;16;21;26;24;1;5
3985;H-2025;7;7;5;2;5;7;6;6;3;5;7;7;5;4;3;7;6;6;4;7;28;20;26;22;5;15
3001;H-2025;4;6;7;1;4;3;6;7;3;5;4;6;6;4;6;4;7;5;6;6;15;21;25;25;5;16
3609;H-2025;5;6;7;1;4;4;6;7;5;4;5;7;7;5;4;7;7;7;5;5;21;17;26;28;3;14
3241;H-2025;7;7;7;2;5;7;7;6;7;6;7;6;5;4;5;7;7;3;3;4;28;20;27;21;1;10
3563;H-2025;2;2;6;7;6;1;6;3;3;5;2;7;6;7;6;1;7;3;7;7;6;24;22;18;5;26
3497;H-2025;6;6;7;1;5;5;6;7;5;4;6;6;6;4;5;7;7;5;6;6;24;20;25;25;3;14
3779;H-2025;5;4;6;6;7;5;7;6;7;7;6;5;6;1;7;4;7;3;1;7;20;28;23;21;1;9
3557;H-2025;7;7;7;1;7;6;7;7;7;7;7;7;7;1;2;7;7;7;2;3;27;19;28;28;1;5
3633;H-2025;5;6;7;2;6;6;5;6;4;6;5;6;6;2;4;5;6;4;2;1;21;17;23;23;4;10
3808;H-2025;6;6;7;1;4;7;6;5;5;5;6;6;7;4;5;7;6;6;2;4;26;18;24;25;3;10
3348;H-2025;5;6;6;2;6;4;6;6;6;5;4;6;7;4;5;7;7;6;3;6;20;22;25;25;2;11
3201;H-2025;6;6;6;2;4;3;7;6;2;4;5;6;7;4;2;5;7;5;7;4;19;14;26;24;6;19
3891;H-2025;4;7;6;1;5;3;7;6;5;5;4;7;6;6;5;4;7;7;5;4;15;19;28;25;3;15
3419;H-2025;5;7;6;1;5;3;6;6;7;5;6;6;7;3;6;7;7;5;3;4;21;20;26;24;1;8
3390;H-2025;6;6;7;4;6;6;7;6;4;7;4;7;7;7;4;6;7;7;5;7;22;24;27;27;4;20
3875;H-2025;5;2;5;5;6;2;7;4;6;6;5;4;5;6;7;3;7;4;4;5;15;24;20;18;2;17
3735;H-2025;6;6;6;1;4;6;5;4;5;2;6;7;6;3;6;6;7;5;2;4;24;16;25;21;3;9
3658;H-2025;4;5;6;1;5;4;4;6;6;5;5;6;6;3;5;7;6;7;2;2;20;17;21;25;2;8
3025;H-2025;5;5;6;1;4;4;6;7;7;4;6;7;4;5;4;6;5;6;4;5;21;17;23;23;1;11
3761;H-2025;4;4;7;2;5;2;7;4;4;4;4;6;7;5;6;4;4;4;5;4;14;19;21;22;4;16
3341;H-2025;5;7;7;1;6;6;6;1;6;3;4;7;7;2;3;7;7;6;4;6;22;18;27;21;2;9
3662;H-2025;4;6;6;2;4;4;5;4;3;5;4;6;6;6;4;4;6;6;6;5;16;18;23;22;5;19
3657;H-2025;4;4;6;3;4;2;6;4;3;5;2;6;5;6;5;2;7;5;5;5;10;19;23;20;5;19
3638;H-2025;4;6;6;2;3;2;6;6;6;3;4;7;7;5;3;5;6;6;5;3;15;12;25;25;2;14
3514;H-2025;5;3;7;1;4;3;6;4;7;5;6;7;7;5;3;4;6;6;2;2;18;14;22;24;1;9
3161;H-2025;6;7;7;2;5;5;7;5;6;5;7;7;6;4;5;7;7;5;3;6;25;21;28;23;2;11
3075;H-2025;5;4;6;4;5;3;7;3;3;4;5;6;3;5;5;3;7;4;7;5;16;19;24;16;5;21
3570;H-2025;4;4;5;1;4;5;7;7;7;2;2;5;6;4;3;4;6;6;4;2;15;11;22;24;1;10
3698;H-2025;5;5;5;4;6;3;5;2;5;5;4;6;6;5;6;2;6;5;4;7;14;24;22;18;3;16
3960;H-2025;6;4;7;2;6;4;7;5;5;6;6;5;7;5;6;3;7;6;3;7;19;25;23;25;3;13
3400;V-2025;6;5;7;2;4;5;6;6;5;6;6;6;7;6;6;6;7;5;5;2;23;18;24;25;3;16
3954;V-2025;6;6;7;4;6;5;7;6;3;5;6;7;6;6;5;6;7;4;5;5;23;21;27;23;5;20
3674;V-2025;3;3;7;3;3;2;5;5;5;5;4;3;4;6;6;4;5;3;4;4;13;18;16;19;3;16
3321;V-2025;4;5;7;5;7;3;6;7;5;4;5;3;7;5;5;3;7;7;6;5;15;21;21;28;3;19
3917;V-2025;7;7;7;1;5;7;5;4;7;7;7;4;5;1;4;7;5;5;1;7;28;23;21;21;1;4
3796;V-2025;7;7;6;1;5;7;5;4;6;7;7;6;5;3;7;7;7;6;1;7;28;26;25;21;2;7
3284;V-2025;4;7;7;1;7;2;7;7;7;7;5;7;7;5;7;6;7;7;1;7;17;28;28;28;1;8
3812;V-2025;2;4;4;1;1;3;5;4;6;3;2;6;4;5;5;3;5;2;7;5;10;14;20;14;2;15
3805;V-2025;7;7;7;2;5;7;6;7;7;7;7;7;7;7;6;7;7;6;2;7;28;25;27;27;1;12
3319;V-2025;6;6;6;1;6;5;6;6;6;6;6;6;7;3;6;6;7;7;4;6;23;24;25;26;2;10
3462;V-2025;5;4;5;4;4;4;5;7;6;4;3;5;7;5;5;4;6;5;3;2;16;15;20;24;2;14
3128;V-2025;6;3;7;1;6;4;7;4;7;7;7;4;5;2;7;5;7;4;3;7;22;27;21;20;1;7
3828;V-2025;5;5;7;1;6;6;4;7;7;6;5;4;7;2;7;6;7;5;2;5;22;24;20;26;1;6
3718;V-2025;4;5;7;4;4;4;6;6;5;3;4;6;6;7;5;4;6;4;6;3;16;15;23;23;3;20
3136;V-2025;3;6;7;1;4;3;6;7;6;6;5;7;7;5;6;6;7;7;2;4;17;20;26;28;2;10
3051;V-2025;6;6;7;1;4;7;6;4;6;6;7;7;6;2;5;7;7;7;2;7;27;22;26;24;2;7
3863;V-2025;4;5;6;2;4;3;5;3;6;4;4;4;3;5;4;6;6;3;5;6;17;18;20;15;2;14
3927;V-2025;6;7;6;4;2;4;6;7;6;1;6;7;7;5;3;7;7;7;4;1;23;7;27;27;2;15
3477;V-2025;4;7;7;1;5;2;7;4;4;5;3;7;6;6;5;7;7;7;7;7;16;22;28;24;4;18
3222;V-2025;5;6;6;2;4;6;5;5;5;2;5;6;5;4;3;6;6;5;4;2;22;11;23;21;3;13
3352;V-2025;4;5;6;2;4;3;5;5;6;3;4;5;5;2;5;5;7;5;5;2;16;14;22;21;2;11
3085;V-2025;6;3;6;3;4;4;3;7;6;6;5;5;6;6;5;3;6;6;7;7;18;22;17;25;2;18
3131;V-2025;5;6;6;1;6;6;4;6;5;5;5;6;6;3;6;7;7;5;2;6;23;23;23;23;3;9
3842;V-2025;7;7;5;2;6;7;6;3;6;6;7;7;5;3;5;7;7;4;1;7;28;24;27;17;2;8
3150;V-2025;7;5;7;1;7;7;4;2;4;7;7;7;6;5;7;7;7;4;4;7;28;28;23;19;4;14
3159;V-2025;7;7;6;2;6;6;4;4;3;3;7;4;5;5;4;6;7;3;5;1;26;14;22;18;5;17
3361;V-2025;6;7;5;1;4;6;6;6;6;2;6;6;6;2;6;7;7;6;2;2;25;14;26;23;2;7
3729;V-2025;7;6;7;3;4;6;7;6;3;1;5;7;6;5;2;5;7;4;5;3;23;10;27;23;5;18
3675;V-2025;7;6;7;2;4;3;6;7;7;5;7;7;6;5;4;5;6;6;2;3;22;16;25;26;1;10
3227;V-2025;3;5;6;1;6;3;7;4;7;7;5;6;6;1;7;7;7;6;2;1;18;21;25;22;1;5
3374;V-2025;4;6;7;1;4;2;5;7;5;4;5;5;7;6;5;4;7;5;6;5;15;18;23;26;3;16
3391;V-2025;7;6;5;1;4;6;2;4;5;3;7;6;5;2;3;7;6;3;3;3;27;13;20;17;3;9
3331;V-2025;6;5;7;1;4;4;6;5;4;6;6;4;7;5;7;6;6;2;5;4;22;21;21;21;4;15
3204;V-2025;3;5;7;2;5;3;6;7;5;5;2;5;7;7;3;6;7;7;6;3;14;16;23;28;3;18
3057;V-2025;7;6;7;6;6;7;6;5;6;6;6;2;5;6;6;6;5;2;3;5;26;23;19;19;2;17
3541;V-2025;3;3;7;2;5;2;6;7;2;3;1;7;6;6;4;3;7;7;6;6;9;18;23;27;6;20
3377;V-2025;5;6;6;4;4;6;2;6;4;2;7;5;4;4;5;6;5;4;5;2;24;13;18;20;4;17
3639;V-2025;6;6;6;1;5;5;5;2;4;4;6;5;7;6;5;4;5;5;5;5;21;19;21;20;4;16
3055;V-2025;5;5;5;1;5;4;6;5;6;7;6;5;4;1;5;5;7;3;5;7;20;24;23;17;2;9
3494;V-2025;4;4;6;2;5;4;5;6;7;4;5;4;5;1;4;6;6;3;1;5;19;18;19;20;1;5
3279;V-2025;6;6;6;1;5;6;6;7;6;5;6;6;6;2;5;6;7;6;2;4;24;19;25;25;2;7
3682;V-2025;7;7;7;1;4;7;6;7;6;1;6;7;7;2;7;7;7;7;1;7;27;19;27;28;2;6
3132;V-2025;5;7;7;1;6;6;5;7;6;6;6;7;6;3;6;7;7;6;1;7;24;25;26;26;2;7
3943;V-2025;6;7;7;4;1;4;7;6;2;4;5;7;7;7;7;7;7;6;4;1;22;13;28;26;6;21
3263;V-2025;5;6;7;2;5;5;6;2;5;3;6;7;6;4;6;6;7;6;2;6;22;20;26;21;3;11
3885;V-2025;5;4;6;1;5;5;5;5;6;7;5;6;6;2;7;6;6;4;2;7;21;26;21;21;2;7
3340;V-2025;6;5;7;1;5;5;7;7;7;4;5;7;7;2;6;7;7;5;3;1;23;16;26;26;1;7
3849;V-2025;4;4;5;6;6;4;4;3;5;7;4;6;3;4;6;5;6;4;3;7;17;26;20;15;3;16
3238;V-2025;5;7;6;1;5;5;6;6;5;4;5;7;6;2;3;7;7;6;2;5;22;17;27;24;3;8
3977;V-2025;6;6;6;1;5;6;6;6;5;6;7;7;6;3;7;6;7;5;5;7;25;25;26;23;3;12
3630;V-2025;7;6;6;1;4;5;5;5;4;5;7;3;4;3;5;6;7;2;5;6;25;20;21;17;4;13
3223;V-2025;7;6;7;1;6;6;7;6;7;4;7;7;6;1;6;6;7;7;2;4;26;20;27;26;1;5
3354;V-2025;6;7;7;1;4;5;7;5;4;6;6;7;5;5;5;7;7;7;5;7;24;22;28;24;4;15
3218;V-2025;4;6;7;1;5;3;6;7;4;4;5;7;6;2;4;7;6;6;3;3;19;16;25;26;4;10
3187;V-2025;5;4;6;2;5;3;6;7;6;5;4;7;4;5;5;4;7;7;4;3;16;18;24;24;2;13
3485;V-2025;5;7;6;1;5;6;7;7;6;4;5;6;6;4;5;7;7;7;5;7;23;21;27;26;2;12
3750;V-2025;2;1;7;1;5;3;6;6;5;4;2;6;5;4;4;6;7;6;5;5;13;18;20;24;3;13
3023;V-2025;5;7;6;1;5;5;6;6;6;5;6;6;6;4;4;5;7;4;3;4;21;18;26;22;2;10
3573;V-2025;5;3;4;3;5;2;5;5;1;5;6;5;3;5;7;3;6;2;5;4;16;21;19;14;7;20
3941;V-2025;7;5;5;3;6;6;6;4;6;6;7;6;5;4;5;6;7;4;3;7;26;24;24;18;2;12
3686;V-2025;5;6;6;1;5;5;6;4;4;5;5;6;5;4;4;3;5;4;4;4;18;18;23;19;4;13
3250;V-2025;5;6;6;1;5;6;5;3;5;5;3;6;6;1;5;7;7;4;1;3;21;18;24;19;3;6
3343;V-2025;7;6;6;1;5;5;5;7;4;4;7;5;5;6;6;7;7;4;4;2;26;17;23;22;4;15
3706;V-2025;7;7;7;1;5;4;6;3;7;4;7;7;7;5;4;7;7;4;2;1;25;14;27;21;1;9
3305;V-2025;3;6;6;2;4;2;7;6;5;3;4;7;7;4;2;6;7;5;6;5;15;14;27;24;3;15
3123;V-2025;5;6;6;3;4;3;5;4;3;5;5;7;6;2;5;6;6;5;3;5;19;19;24;21;5;13
3857;V-2025;4;7;5;1;4;5;5;6;7;5;7;7;6;2;6;7;7;5;3;6;23;21;26;22;1;7
3645;V-2025;6;7;7;1;4;6;6;7;2;2;5;7;6;7;2;6;7;7;6;5;23;13;27;27;6;20
3745;V-2025;2;7;7;2;6;1;6;7;6;7;2;7;7;7;6;6;7;6;7;3;11;22;27;27;2;18
3907;V-2025;3;4;6;2;4;3;5;4;4;5;2;6;5;4;5;3;7;6;6;7;11;21;22;21;4;16
3038;V-2025;7;7;7;1;7;7;7;7;6;6;6;7;7;2;6;7;7;7;1;6;27;25;28;28;2;6
3292;V-2025;4;4;7;4;3;2;7;6;3;6;1;6;6;4;1;7;7;7;5;7;14;17;24;26;5;18
3565;V-2025;6;6;4;2;5;6;5;5;4;3;6;3;6;3;5;6;6;4;2;3;24;16;20;19;4;11
3920;V-2025;5;4;5;3;5;4;5;3;3;4;5;7;6;5;4;3;6;4;4;5;17;18;22;18;5;17
3685;V-2025;4;2;7;1;5;1;6;6;2;6;6;7;5;4;2;5;6;4;7;3;16;16;21;22;6;18
3366;V-2025;6;6;5;2;6;5;2;6;4;5;6;5;6;4;6;5;5;4;4;6;22;23;18;21;4;14
3533;V-2025;2;6;7;2;5;5;7;6;2;5;3;7;6;4;6;6;7;4;5;2;16;18;27;23;6;17
3422;V-2025;5;5;6;1;3;4;6;6;6;4;5;6;5;2;5;3;7;6;4;3;17;15;24;23;2;9
3112;V-2025;6;5;7;3;5;5;5;5;3;5;6;6;5;5;5;5;5;5;5;2;22;17;21;22;5;18
3396;V-2025;6;6;6;1;7;7;6;5;7;7;6;5;5;3;7;6;6;3;5;6;25;27;23;19;1;10
3124;V-2025;5;6;6;1;2;5;6;7;4;3;5;6;6;3;2;6;6;7;5;2;21;9;24;26;4;13
3356;V-2025;6;3;6;2;3;3;5;4;4;3;5;5;6;6;5;4;6;6;7;6;18;17;19;22;4;19
3550;V-2025;4;7;7;1;6;5;7;7;6;1;4;7;7;4;4;7;7;7;4;2;20;13;28;28;2;11
3091;V-2025;3;5;7;1;4;6;5;5;6;6;5;6;5;2;7;6;7;4;2;5;20;22;23;21;2;7
3259;V-2025;4;4;6;3;5;2;7;3;4;3;6;6;3;6;5;6;7;6;4;4;18;17;24;18;4;17
3925;V-2025;1;6;7;1;6;2;7;6;7;6;1;7;6;2;7;7;7;7;2;1;11;20;27;26;1;6
3936;V-2025;7;7;6;1;6;6;7;3;5;5;7;7;6;2;5;6;7;6;1;4;26;20;28;21;3;7
3817;V-2025;5;6;7;2;6;3;7;7;7;2;6;7;6;7;6;4;7;7;4;1;18;15;27;27;1;14
3017;V-2025;4;6;7;1;3;4;6;4;3;6;5;6;6;6;5;6;6;7;6;7;19;21;24;24;5;18
3534;V-2025;5;7;7;1;6;6;6;6;5;6;5;7;4;5;5;6;7;3;6;7;22;24;27;20;3;15
3306;V-2025;4;6;7;1;5;5;5;5;5;5;6;7;6;5;5;5;7;6;4;2;20;17;25;24;3;13
3417;V-2025;5;4;5;3;4;4;6;5;2;4;5;4;6;5;5;5;5;5;5;4;19;17;19;21;6;19
3464;V-2025;4;6;7;1;6;4;7;7;7;4;6;7;7;4;1;7;7;7;3;7;21;18;27;28;1;9
3868;V-2025;6;6;7;2;6;6;6;3;5;6;6;4;5;2;6;6;6;4;2;6;24;24;22;19;3;9
3234;V-2025;7;7;7;1;7;3;7;7;6;7;6;7;7;2;6;7;7;6;7;5;23;25;28;27;2;12
3544;V-2026;7;7;7;3;4;6;6;6;7;5;7;7;7;4;4;5;7;4;5;4;25;17;27;24;1;13
3441;V-2026;7;3;7;2;2;6;7;7;3;5;7;6;7;7;3;7;7;7;5;7;27;17;23;28;5;19
3650;V-2026;6;7;7;5;4;6;7;7;3;3;5;7;7;5;5;6;7;7;4;3;23;15;28;28;5;19
3810;V-2026;6;7;7;1;7;4;7;7;7;7;7;7;6;3;4;7;7;7;4;6;24;24;28;27;1;9
3304;V-2026;7;1;6;7;7;1;7;3;7;7;4;2;7;7;7;1;7;1;5;1;13;22;17;17;1;20
3226;V-2026;7;5;7;2;4;6;5;7;3;5;7;7;6;5;4;3;7;7;5;7;23;20;24;27;5;17
3311;V-2026;7;6;7;1;5;5;7;7;7;7;7;6;7;2;6;7;7;6;1;6;26;24;26;27;1;5
3524;V-2026;6;7;7;5;6;6;7;7;5;6;6;5;5;5;6;5;7;6;5;7;23;25;26;25;3;18
3656;V-2026;7;7;6;2;5;7;7;6;5;7;7;3;5;5;5;6;5;2;5;1;27;18;22;19;3;15
3648;V-2026;4;5;5;1;4;5;5;5;5;6;5;7;4;3;3;5;7;5;2;3;19;16;24;19;3;9
3278;V-2026;4;6;7;1;5;3;7;7;2;5;4;7;7;1;4;4;7;6;4;5;15;19;27;27;6;12
3456;V-2026;5;6;7;1;5;3;7;7;6;4;7;7;6;3;5;6;7;6;2;6;21;20;27;26;2;8
3910;V-2026;7;6;7;1;6;6;5;7;3;6;6;6;5;6;5;6;7;3;4;3;25;20;24;22;5;16
3275;V-2026;2;3;6;7;5;3;7;5;3;5;4;6;6;7;7;2;7;6;7;3;11;20;23;23;5;26
3950;V-2026;7;7;6;1;5;6;6;7;7;7;7;7;6;1;7;7;7;3;1;7;27;26;27;22;1;4
3623;V-2026;5;6;6;6;6;5;5;7;5;7;6;7;6;5;6;6;2;6;3;5;22;24;20;25;3;17
3385;V-2026;3;6;7;1;6;7;7;7;5;5;6;7;6;5;5;7;7;6;2;3;23;19;27;26;3;11
3402;V-2026;5;4;7;1;5;5;6;6;5;5;6;6;6;4;4;6;7;6;6;5;22;19;23;25;3;14
3797;V-2026;5;7;6;2;5;4;7;6;6;6;5;7;5;3;7;6;7;4;3;6;20;24;28;21;2;10
3913;V-2026;5;6;6;5;5;3;6;3;4;6;5;5;5;5;5;6;7;5;6;7;19;23;24;19;4;20
