person_id;cohort_name;foreign;mover;education;big5.chatty;big5.cold;big5.thorough;big5.depressed;big5.original;big5.quiet;big5.helpful;big5.unorganized;big5.relaxed;big5.wild_imagination;big5.outgoing;big5.rude;big5.planner;big5.worried_a_lot;big5.speculate;big5.shy;big5.considerate;big5.uncareful;big5.nervous;big5.not_artistic;big5_extrovert_tot;big5_openness_tot;big5_agreeableness_tot;big5_conscientiousness_tot;big5.relaxed_rev;big5_neuroticism_tot;big5_extrovert_mean;big5_openness_mean;big5_agreeableness_mean;big5_conscientiousness_mean;big5_neuroticism_mean
3889;H-2024;1;0;1;5;6;7;1;5;5;7;7;6;4;5;7;7;1;5;7;6;7;2;5;22;19;26;28;2;6;5,50;4,75;6,50;7,00;1,50
3194;H-2024;0;1;2;5;6;3;1;5;6;6;3;7;4;6;6;4;1;5;6;7;2;1;1;23;15;25;12;1;4;5,75;3,75;6,25;3,00;1,00
3742;H-2024;1;1;1;5;5;5;2;5;6;4;2;6;6;6;5;2;4;5;7;6;3;4;6;24;22;20;12;2;12;6,00;5,50;5,00;3,00;3,00
3962;H-2024;0;1;1;6;4;7;1;4;3;7;7;5;1;6;7;7;7;3;7;7;7;6;1;22;9;25;28;3;17;5,50;2,25;6,25;7,00;4,25
3901;H-2024;1;1;1;3;5;7;1;3;3;6;6;7;5;5;6;7;1;3;6;7;3;2;6;17;17;24;23;1;5;4,25;4,25;6,00;5,75;1,25
3894;H-2024;0;1;2;5;5;6;1;2;5;5;6;4;1;4;6;5;4;5;5;6;4;5;1;19;9;22;21;4;14;4,75;2,25;5,50;5,25;3,50
3599;H-2024;0;1;2;7;7;7;1;3;7;6;7;6;3;7;7;7;2;3;7;7;5;4;2;28;11;27;26;2;9;7,00;2,75;6,75;6,50;2,25
3365;H-2024;0;0;2;4;3;6;1;7;4;4;6;7;7;4;4;6;1;7;3;6;5;2;4;15;25;17;23;1;5;3,75;6,25;4,25;5,75;1,25
3378;H-2024;1;0;1;5;6;7;1;4;5;6;3;2;3;5;6;5;6;5;6;7;5;6;3;21;15;25;20;6;19;5,25;3,75;6,25;5,00;4,75
3948;H-2024;1;1;2;5;6;7;2;5;6;4;5;4;5;4;6;6;4;6;6;6;6;2;2;21;18;22;24;4;12;5,25;4,50;5,50;6,00;3,00
3421;H-2024;1;1;0;3;3;7;1;4;5;6;7;7;5;5;7;6;1;5;6;6;6;1;2;19;16;22;26;1;4;4,75;4,00;5,50;6,50;1,00
3969;H-2024;0;1;1;6;3;5;2;7;5;6;3;5;7;6;3;4;3;6;5;7;5;3;5;22;25;19;17;3;11;5,50;6,25;4,75;4,25;2,75
3823;H-2024;0;0;2;5;1;5;1;1;6;4;7;4;7;5;3;7;7;5;4;7;1;7;1;20;14;15;20;4;19;5,00;3,50;3,75;5,00;4,75
3155;H-2024;0;1;2;1;3;3;6;2;1;7;4;1;7;1;7;4;7;3;1;7;6;7;2;4;14;24;17;7;27;1,00;3,50;6,00;4,25;6,75
3166;H-2024;0;0;2;4;5;7;1;5;3;7;7;6;5;5;7;7;2;7;5;7;7;2;7;17;24;26;28;2;7;4,25;6,00;6,50;7,00;1,75
3207;H-2024;0;0;2;6;6;6;5;4;5;7;6;5;3;5;5;5;5;5;6;6;5;6;3;22;15;24;22;3;19;5,50;3,75;6,00;5,50;4,75
3726;H-2024;0;1;2;4;3;6;3;5;2;5;4;6;6;4;7;6;5;6;5;7;7;4;5;15;22;22;23;2;14;3,75;5,50;5,50;5,75;3,50
3468;H-2024;1;1;1;3;6;7;1;5;4;6;7;6;7;4;7;5;5;7;4;7;6;3;7;15;26;26;25;2;11;3,75;6,50;6,50;6,25;2,75
3105;H-2024;0;1;1;3;6;6;1;4;3;5;6;7;5;4;5;7;2;6;6;7;4;2;2;16;17;23;23;1;6;4,00;4,25;5,75;5,75;1,50
3482;H-2024;1;0;0;5;5;3;5;4;4;5;3;3;2;5;6;5;6;3;4;5;5;5;5;18;14;21;16;5;21;4,50;3,50;5,25;4,00;5,25
3587;H-2024;0;1;2;7;7;5;2;5;7;6;5;5;6;7;5;5;3;5;7;7;7;2;5;28;21;25;22;3;10;7,00;5,25;6,25;5,50;2,50
3280;H-2024;0;1;2;6;5;6;1;5;5;5;4;2;5;6;6;6;5;5;4;7;4;5;5;21;20;23;20;6;17;5,25;5,00;5,75;5,00;4,25
3972;H-2024;1;0;2;5;4;7;1;6;5;7;6;7;7;7;6;6;4;5;7;7;6;4;4;24;22;24;25;1;10;6,00;5,50;6,00;6,25;2,50
3440;H-2024;1;0;1;6;6;7;1;4;7;7;7;7;3;6;7;7;2;6;7;7;7;1;2;26;15;27;28;1;5;6,50;3,75;6,75;7,00;1,25
3389;H-2024;0;1;2;5;5;5;1;5;4;7;5;3;1;3;5;5;4;6;5;6;3;3;7;17;19;23;18;5;13;4,25;4,75;5,75;4,50;3,25
3499;H-2024;1;0;2;5;6;7;1;5;7;5;5;2;6;5;7;6;6;6;6;6;5;6;6;23;23;24;23;6;19;5,75;5,75;6,00;5,75;4,75
3251;H-2024;0;1;1;3;3;5;5;4;3;5;6;5;3;4;4;6;5;3;4;6;6;5;1;14;11;18;23;3;18;3,50;2,75;4,50;5,75;4,50
3231;H-2024;0;1;2;6;7;5;2;5;7;6;4;6;6;7;1;6;6;4;7;7;1;1;1;27;16;21;16;2;11;6,75;4,00;5,25;4,00;2,75
3564;H-2024;1;0;0;5;7;7;1;6;6;7;7;7;5;6;7;7;3;5;7;7;7;2;1;24;17;28;28;1;7;6,00;4,25;7,00;7,00;1,75
3294;H-2024;0;1;2;4;4;5;1;3;5;5;5;4;6;4;4;4;5;5;5;6;3;3;2;18;16;19;17;4;13;4,50;4,00;4,75;4,25;3,25
3613;H-2024;0;1;2;5;6;6;2;6;4;6;6;6;7;5;5;5;4;5;4;6;3;3;7;18;25;23;20;2;11;4,50;6,25;5,75;5,00;2,75
3463;H-2024;0;0;2;7;7;7;1;5;7;7;7;5;4;7;7;7;3;3;7;7;7;3;6;28;18;28;28;3;10;7,00;4,50;7,00;7,00;2,50
3100;H-2024;0;1;1;5;3;6;6;4;5;5;4;5;3;6;3;5;6;6;3;6;2;3;6;19;19;17;17;3;18;4,75;4,75;4,25;4,25;4,50
3919;H-2024;0;1;1;5;6;6;4;3;3;6;6;5;3;5;6;7;7;5;5;7;4;6;6;18;17;25;23;3;20;4,50;4,25;6,25;5,75;5,00
3188;H-2024;0;1;2;5;7;7;1;4;3;7;7;6;3;5;6;7;3;2;6;7;7;2;2;19;11;27;28;2;8;4,75;2,75;6,75;7,00;2,00
3141;H-2024;1;0;1;3;6;7;2;3;3;7;3;2;2;2;7;2;6;5;3;7;3;7;3;11;13;27;15;6;21;2,75;3,25;6,75;3,75;5,25
3924;H-2024;0;1;99;2;6;6;5;5;3;7;6;3;1;2;4;6;6;5;2;7;6;7;1;9;12;24;24;5;23;2,25;3,00;6,00;6,00;5,75
3770;H-2024;0;1;1;4;4;7;4;3;3;7;6;5;7;3;6;5;6;5;3;7;6;6;1;13;16;24;24;3;19;3,25;4,00;6,00;6,00;4,75
3379;H-2024;1;1;1;6;6;6;1;5;6;6;4;5;5;7;6;6;3;4;6;7;4;3;5;25;19;25;20;3;10;6,25;4,75;6,25;5,00;2,50
3959;H-2024;0;0;2;5;7;7;2;3;3;5;7;2;7;4;7;5;7;5;4;7;7;6;6;16;21;26;26;6;21;4,00;5,25;6,50;6,50;5,25
3036;H-2024;1;1;2;7;6;6;1;4;6;6;3;5;3;7;7;3;5;5;5;7;6;5;5;25;17;26;18;3;14;6,25;4,25;6,50;4,50;3,50
3626;H-2024;0;1;2;7;7;6;1;4;7;6;6;5;4;7;7;7;3;3;7;7;6;2;2;28;13;27;25;3;9;7,00;3,25;6,75;6,25;2,25
3276;H-2024;0;1;0;6;6;7;1;7;5;7;7;7;5;7;7;7;3;6;7;7;6;4;1;25;19;27;27;1;9;6,25;4,75;6,75;6,75;2,25
3362;H-2024;1;0;2;6;5;6;1;5;6;5;5;4;3;7;5;5;3;4;5;7;3;4;6;24;18;22;19;4;12;6,00;4,50;5,50;4,75;3,00
3898;H-2024;1;0;1;4;4;7;3;7;3;7;4;2;4;4;3;5;5;7;4;7;7;5;6;15;24;21;23;6;19;3,75;6,00;5,25;5,75;4,75
3785;H-2024;1;1;2;5;3;7;1;7;2;6;7;5;7;4;7;7;4;7;5;7;7;5;7;16;28;23;28;3;13;4,00;7,00;5,75;7,00;3,25
3708;H-2024;0;1;2;6;7;7;1;3;5;7;5;4;2;5;7;5;5;4;5;7;5;5;3;21;12;28;22;4;15;5,25;3,00;7,00;5,50;3,75
3086;H-2024;0;1;2;3;5;7;5;7;3;7;5;4;1;4;5;6;7;7;3;7;6;6;1;13;16;24;24;4;22;3,25;4,00;6,00;6,00;5,50
3138;H-2024;1;1;2;7;4;5;2;4;4;3;5;6;6;5;6;7;5;7;3;6;3;5;1;19;18;19;20;2;14;4,75;4,50;4,75;5,00;3,50
3344;H-2024;1;0;0;4;6;5;1;3;5;6;6;3;2;5;5;6;5;2;7;6;4;5;2;21;9;23;21;5;16;5,25;2,25;5,75;5,25;4,00
3211;H-2024;0;0;2;6;6;7;1;7;3;3;1;1;7;7;7;5;7;7;3;7;1;7;1;19;22;23;14;7;22;4,75;5,50;5,75;3,50;5,50
3461;H-2024;0;0;2;3;5;6;5;4;2;6;6;3;4;2;6;4;6;4;3;6;6;6;2;10;14;23;22;5;22;2,50;3,50;5,75;5,50;5,50
3942;H-2024;1;0;2;5;6;5;1;4;4;1;3;4;3;5;7;5;2;3;5;7;2;4;3;19;13;21;15;4;11;4,75;3,25;5,25;3,75;2,75
3681;H-2024;0;1;2;3;4;6;2;6;3;5;4;6;6;4;4;6;3;7;5;5;3;3;2;15;21;18;19;2;10;3,75;5,25;4,50;4,75;2,50
3946;H-2024;0;0;2;4;6;7;1;3;4;6;7;4;2;4;5;7;4;3;4;7;5;5;5;16;13;24;26;4;14;4,00;3,25;6,00;6,50;3,50
3667;H-2024;0;1;1;7;5;2;1;4;7;5;3;7;3;4;5;2;1;7;5;6;3;3;7;23;21;21;10;1;6;5,75;5,25;5,25;2,50;1,50
3727;H-2024;1;1;2;3;4;7;7;3;3;7;6;3;5;3;6;6;7;5;5;7;5;5;5;14;18;24;24;5;24;3,50;4,50;6,00;6,00;6,00
3079;H-2024;0;0;2;5;5;7;1;4;6;6;7;6;5;4;6;6;3;5;6;7;6;4;2;21;16;24;26;2;10;5,25;4,00;6,00;6,50;2,50
3542;H-2024;1;1;2;7;5;6;1;6;6;5;6;7;3;7;4;7;1;6;7;7;6;1;1;27;16;21;25;1;4;6,75;4,00;5,25;6,25;1,00
3851;H-2024;0;0;1;3;6;6;1;5;3;6;7;5;5;4;7;7;4;4;4;7;7;5;2;14;16;26;27;3;13;3,50;4,00;6,50;6,75;3,25
3634;H-2024;0;1;2;7;5;6;1;5;5;4;6;5;7;7;4;6;5;7;5;6;2;4;4;24;23;19;20;3;13;6,00;5,75;4,75;5,00;3,25
3714;H-2024;0;0;2;4;3;5;4;6;4;6;5;6;6;5;6;5;2;5;3;7;4;4;6;16;23;22;19;2;12;4,00;5,75;5,50;4,75;3,00
3717;H-2024;0;0;2;4;6;6;1;3;3;6;4;3;3;4;7;6;4;4;4;7;4;4;2;15;12;26;20;5;14;3,75;3,00;6,50;5,00;3,50
3929;H-2024;1;0;1;5;6;7;3;5;5;6;4;4;3;7;6;5;5;6;6;6;6;3;7;23;21;24;22;4;15;5,75;5,25;6,00;5,50;3,75
3838;H-2024;0;0;2;3;3;6;1;4;3;6;7;6;4;3;6;7;2;5;6;6;7;2;5;15;18;21;27;2;7;3,75;4,50;5,25;6,75;1,75
3501;H-2024;1;1;2;5;6;7;2;5;3;6;6;6;6;5;6;7;5;4;5;7;7;5;5;18;20;25;27;2;14;4,50;5,00;6,25;6,75;3,50
3700;H-2024;0;0;1;6;4;7;1;7;4;4;7;7;7;7;4;6;1;6;3;6;3;1;6;20;26;18;23;1;4;5,00;6,50;4,50;5,75;1,00
3854;H-2024;1;0;2;5;4;6;3;4;4;3;5;3;6;4;4;4;7;4;4;4;3;7;7;17;21;15;18;5;22;4,25;5,25;3,75;4,50;5,50
3611;H-2024;0;1;2;4;6;6;1;5;4;6;6;6;5;5;7;7;3;5;6;7;6;2;7;19;22;26;25;2;8;4,75;5,50;6,50;6,25;2,00
3495;H-2024;0;1;1;6;4;7;1;4;6;5;7;7;5;7;5;7;3;5;6;7;3;2;2;25;16;21;24;1;7;6,25;4,00;5,25;6,00;1,75
3371;H-2024;1;1;2;4;7;7;1;3;2;7;6;5;2;4;7;7;5;2;5;7;5;6;1;15;8;28;25;3;15;3,75;2,00;7,00;6,25;3,75
3380;H-2024;0;1;1;4;6;7;1;5;3;6;7;7;7;5;6;7;3;7;5;6;6;2;7;17;26;24;27;1;7;4,25;6,50;6,00;6,75;1,75
3097;H-2024;0;0;0;4;4;7;5;5;3;6;7;6;6;5;5;6;6;6;5;7;6;4;2;17;19;22;26;2;17;4,25;4,75;5,50;6,50;4,25
3049;H-2024;0;1;1;7;7;7;1;4;7;7;6;6;4;7;7;6;2;4;7;7;6;3;3;28;15;28;25;2;8;7,00;3,75;7,00;6,25;2,00
3754;H-2024;1;1;0;7;2;7;1;5;4;7;4;5;4;6;3;4;5;5;2;6;2;6;1;19;15;18;17;3;15;4,75;3,75;4,50;4,25;3,75
3687;H-2024;0;0;2;5;6;7;1;5;4;7;7;7;4;6;7;5;1;3;6;7;7;1;1;21;13;27;26;1;4;5,25;3,25;6,75;6,50;1,00
3815;H-2024;0;1;1;6;7;7;1;5;7;7;7;3;4;7;7;7;2;7;7;7;6;6;7;27;23;28;27;5;14;6,75;5,75;7,00;6,75;3,50
3469;H-2024;1;0;1;7;7;7;1;6;7;1;7;4;4;7;6;7;3;5;7;7;4;4;4;28;19;21;25;4;12;7,00;4,75;5,25;6,25;3,00
3260;H-2024;0;1;1;6;7;7;1;5;7;7;7;4;5;7;7;7;5;5;7;7;6;5;3;27;18;28;27;4;15;6,75;4,50;7,00;6,75;3,75
3931;H-2024;1;0;2;4;3;5;3;5;4;5;4;5;6;5;5;2;4;5;5;5;4;3;5;18;21;18;15;3;13;4,50;5,25;4,50;3,75;3,25
3654;H-2024;1;0;0;6;5;7;1;5;4;6;4;4;7;5;6;5;6;6;5;7;5;6;7;20;25;24;21;4;17;5,00;6,25;6,00;5,25;4,25
3475;H-2024;0;0;2;6;7;6;1;4;6;6;6;5;4;7;6;6;4;4;6;7;3;4;3;25;15;26;21;3;12;6,25;3,75;6,50;5,25;3,00
3174;H-2024;1;0;2;6;4;6;2;5;4;6;2;6;7;6;3;6;4;5;3;6;5;6;7;19;24;19;19;2;14;4,75;6,00;4,75;4,75;3,50
3145;H-2024;0;0;2;6;4;7;3;6;5;5;6;4;6;6;5;5;2;5;5;6;5;4;6;22;23;20;23;4;13;5,50;5,75;5,00;5,75;3,25
3554;H-2024;1;0;2;5;7;7;1;4;3;6;7;6;2;5;6;6;4;5;6;7;7;3;2;19;13;26;27;2;10;4,75;3,25;6,50;6,75;2,50
3432;H-2024;0;1;2;6;6;3;1;6;3;7;7;3;4;6;5;7;7;5;4;7;6;4;3;19;18;25;23;5;17;4,75;4,50;6,25;5,75;4,25
3183;H-2024;0;1;0;5;7;7;1;4;5;6;7;5;5;5;5;6;5;6;3;7;6;5;5;18;20;25;26;3;14;4,50;5,00;6,25;6,50;3,50
3347;H-2024;1;1;2;5;7;7;1;5;7;6;7;4;3;7;7;7;4;3;7;7;7;4;6;26;17;27;28;4;13;6,50;4,25;6,75;7,00;3,25
3886;H-2024;0;1;2;6;7;5;1;3;6;5;2;6;5;7;6;5;7;4;5;7;6;6;3;24;15;25;18;2;16;6,00;3,75;6,25;4,50;4,00
3074;H-2024;1;0;2;5;3;6;4;2;4;6;6;1;1;4;5;5;7;3;6;7;6;7;3;19;9;21;23;7;25;4,75;2,25;5,25;5,75;6,25
3952;H-2024;0;1;2;5;6;7;1;5;6;6;7;5;3;4;7;7;6;4;6;7;6;4;3;21;15;26;27;3;14;5,25;3,75;6,50;6,75;3,50
3142;H-2024;1;0;2;5;5;6;1;4;2;6;7;3;7;6;4;5;6;2;7;7;6;3;7;20;20;22;24;5;15;5,00;5,00;5,50;6,00;3,75
3486;H-2024;0;0;2;4;6;6;1;5;2;6;6;4;2;3;6;6;5;5;5;6;6;6;3;14;15;24;24;4;16;3,50;3,75;6,00;6,00;4,00
3981;H-2024;1;0;2;5;7;7;1;5;4;7;7;5;5;6;7;7;2;6;7;7;6;4;5;22;21;28;27;3;10;5,50;5,25;7,00;6,75;2,50
3118;H-2024;1;0;0;7;7;6;2;6;7;7;7;5;4;7;6;6;4;5;5;7;5;4;7;26;22;27;24;3;13;6,50;5,50;6,75;6,00;3,25
3271;H-2024;0;1;2;5;6;7;1;5;3;7;6;5;5;6;7;7;2;5;7;7;7;3;3;21;18;27;27;3;9;5,25;4,50;6,75;6,75;2,25
3551;H-2024;0;1;2;7;6;6;1;5;7;5;5;5;5;6;5;5;3;4;7;6;4;5;6;27;20;22;20;3;12;6,75;5,00;5,50;5,00;3,00
3309;H-2024;0;1;99;4;5;7;3;6;3;6;4;3;4;3;5;5;6;5;3;6;5;6;5;13;20;22;21;5;20;3,25;5,00;5,50;5,25;5,00
3357;H-2024;1;1;0;4;7;7;1;5;4;6;4;7;3;5;5;3;5;4;6;7;3;5;6;19;18;25;17;1;12;4,75;4,50;6,25;4,25;3,00
3252;H-2024;0;1;1;6;7;7;1;6;2;7;7;5;6;6;7;7;4;7;7;7;7;2;7;21;26;28;28;3;10;5,25;6,50;7,00;7,00;2,50
3984;H-2024;1;0;2;3;4;7;1;3;3;5;7;3;2;3;7;6;5;3;5;5;7;5;1;14;9;21;27;5;16;3,50;2,25;5,25;6,75;4,00
3900;H-2024;0;1;2;7;7;6;1;2;7;6;7;4;2;7;7;7;5;3;7;7;5;4;1;28;8;27;25;4;14;7,00;2,00;6,75;6,25;3,50
3678;H-2024;0;1;1;6;7;6;1;4;7;7;7;7;3;7;7;5;1;3;7;7;4;1;4;27;14;28;22;1;4;6,75;3,50;7,00;5,50;1,00
3459;H-2024;0;1;1;5;7;6;1;5;6;6;7;6;6;6;7;6;3;7;5;6;3;3;1;22;19;26;22;2;9;5,50;4,75;6,50;5,50;2,25
3061;H-2024;0;1;2;6;7;7;1;5;6;7;6;6;6;7;7;4;2;5;7;7;7;1;7;26;23;28;24;2;6;6,50;5,75;7,00;6,00;1,50
3566;H-2024;0;1;2;6;4;7;4;6;6;5;4;4;7;6;5;7;7;7;6;7;6;5;7;24;27;21;24;4;20;6,00;6,75;5,25;6,00;5,00
3820;H-2024;0;0;2;5;6;7;1;4;2;7;6;4;2;5;7;6;5;4;5;7;7;4;5;17;15;27;26;4;14;4,25;3,75;6,75;6,50;3,50
3840;H-2024;0;0;2;4;4;6;2;5;2;6;6;5;5;3;6;6;5;7;4;6;6;5;7;13;24;22;24;3;15;3,25;6,00;5,50;6,00;3,75
3752;H-2024;0;0;2;6;7;6;1;4;6;5;7;5;2;5;7;6;4;5;7;6;7;4;7;24;18;25;26;3;12;6,00;4,50;6,25;6,50;3,00
3179;H-2024;0;1;2;5;5;7;1;6;7;4;7;6;7;6;4;6;1;6;6;5;1;2;3;24;22;18;21;2;6;6,00;5,50;4,50;5,25;1,50
3882;H-2024;1;1;2;5;5;6;1;5;6;5;7;4;7;6;6;3;4;6;6;6;2;4;5;23;23;22;18;4;13;5,75;5,75;5,50;4,50;3,25
3272;H-2024;0;0;2;6;3;7;2;6;6;6;7;4;6;5;3;7;6;6;5;6;3;3;6;22;24;18;24;4;15;5,50;6,00;4,50;6,00;3,75
3076;H-2024;0;0;2;3;3;5;3;5;2;7;3;3;6;3;6;3;6;6;3;7;3;6;7;11;24;23;14;5;20;2,75;6,00;5,75;3,50;5,00
3087;H-2024;1;0;1;4;6;7;2;7;3;7;4;7;4;3;7;6;4;7;4;7;5;6;6;14;24;27;22;1;13;3,50;6,00;6,75;5,50;3,25
3224;H-2024;1;1;2;2;2;7;2;7;2;6;3;5;7;3;7;5;2;6;2;7;6;6;5;9;25;22;21;3;13;2,25;6,25;5,50;5,25;3,25
3545;H-2024;0;1;1;5;5;4;3;6;5;7;2;6;2;6;7;4;1;7;7;7;6;4;1;23;16;26;16;2;10;5,75;4,00;6,50;4,00;2,50
3845;H-2024;1;0;0;6;7;7;1;5;6;7;7;5;4;6;7;6;5;6;7;7;4;4;4;25;19;28;24;3;13;6,25;4,75;7,00;6,00;3,25
3383;H-2024;0;1;1;3;7;7;1;3;2;6;7;3;4;3;7;6;4;2;6;7;7;6;6;14;15;27;27;5;16;3,50;3,75;6,75;6,75;4,00
3782;H-2024;0;0;1;6;7;7;4;4;5;6;7;2;4;6;7;7;7;4;4;7;7;6;6;21;18;27;28;6;23;5,25;4,50;6,75;7,00;5,75
3906;H-2025;0;0;2;5;5;7;3;5;5;6;7;4;5;5;5;6;6;7;5;7;4;5;5;20;22;23;24;4;18;5,00;5,50;5,75;6,00;4,50
3831;H-2025;0;1;2;5;7;7;1;7;6;7;7;5;5;5;7;7;4;7;7;7;6;2;7;23;26;28;27;3;10;5,75;6,50;7,00;6,75;2,50
3274;H-2025;1;0;2;7;7;7;1;7;7;7;7;5;4;7;7;6;1;4;7;7;6;1;4;28;19;28;26;3;6;7,00;4,75;7,00;6,50;1,50
3768;H-2025;1;0;1;7;3;7;3;5;4;7;4;4;5;5;5;7;3;6;5;7;5;4;6;21;22;22;23;4;14;5,25;5,50;5,50;5,75;3,50
3214;H-2025;1;1;2;6;4;6;3;5;5;6;3;3;5;5;6;3;5;6;4;7;3;5;6;20;22;23;15;5;18;5,00;5,50;5,75;3,75;4,50
3168;H-2025;0;0;1;6;5;7;3;5;4;6;5;3;7;4;5;5;6;6;6;6;7;6;7;20;25;22;24;5;20;5,00;6,25;5,50;6,00;5,00
3994;H-2025;1;1;0;6;7;6;1;4;6;6;6;4;3;6;6;5;5;3;6;6;4;2;3;24;13;25;21;4;12;6,00;3,25;6,25;5,25;3,00
3788;H-2025;1;1;2;6;6;6;1;5;7;2;7;6;4;6;4;5;3;4;7;6;4;2;5;26;18;18;22;2;8;6,50;4,50;4,50;5,50;2,00
3871;H-2025;1;0;2;6;6;7;1;5;5;5;7;7;7;5;6;6;5;6;7;7;6;3;6;23;24;24;26;1;10;5,75;6,00;6,00;6,50;2,50
3191;H-2025;0;1;2;6;4;6;3;4;3;5;6;5;5;6;4;6;6;4;4;6;2;4;4;19;17;19;20;3;16;4,75;4,25;4,75;5,00;4,00
3843;H-2025;1;0;1;3;2;6;3;5;5;6;4;3;5;4;7;6;3;6;1;7;7;5;6;13;22;22;23;5;16;3,25;5,50;5,50;5,75;4,00
3771;H-2025;0;1;1;5;6;7;1;5;3;6;7;4;4;5;7;7;3;4;7;7;7;5;6;20;19;26;28;4;13;5,00;4,75;6,50;7,00;3,25
3694;H-2025;0;1;2;5;5;4;2;4;4;5;5;6;2;5;6;5;6;5;6;6;5;5;6;20;17;22;19;2;15;5,00;4,25;5,50;4,75;3,75
3543;H-2025;0;1;2;3;6;6;1;5;1;6;6;7;3;4;6;5;1;6;6;7;7;5;3;14;17;25;24;1;8;3,50;4,25;6,25;6,00;2,00
3908;H-2025;1;1;2;6;7;6;1;6;4;6;6;3;5;7;6;4;1;3;7;7;7;2;1;24;15;26;23;5;9;6,00;3,75;6,50;5,75;2,25
3170;H-2025;0;0;2;4;7;5;1;4;6;7;4;5;5;5;7;6;2;5;7;7;7;2;5;22;19;28;22;3;8;5,50;4,75;7,00;5,50;2,00
3530;H-2025;1;0;0;6;3;7;4;7;4;5;6;6;7;6;3;7;3;7;6;7;1;5;5;22;26;18;21;2;14;5,50;6,50;4,50;5,25;3,50
3666;H-2025;1;1;2;7;6;6;1;7;7;2;7;6;7;7;6;7;4;7;7;7;3;4;7;28;28;21;23;2;11;7,00;7,00;5,25;5,75;2,75
3067;H-2025;0;1;2;7;5;7;1;7;7;5;3;7;7;7;3;7;3;7;7;7;2;5;7;28;28;20;19;1;10;7,00;7,00;5,00;4,75;2,50
3964;H-2025;1;0;0;3;6;7;1;7;6;7;7;6;5;5;7;7;6;6;5;7;7;4;3;19;21;27;28;2;13;4,75;5,25;6,75;7,00;3,25
3479;H-2025;0;1;2;4;6;7;4;6;3;6;7;2;5;5;6;6;6;5;4;7;5;6;6;16;22;25;25;6;22;4,00;5,50;6,25;6,25;5,50
3277;H-2025;1;1;0;3;5;6;1;4;4;7;5;6;5;5;6;7;5;5;6;7;4;4;4;18;18;25;22;2;12;4,50;4,50;6,25;5,50;3,00
3182;H-2025;0;0;2;5;5;6;1;4;6;6;5;4;1;6;7;7;2;3;7;7;5;4;1;24;9;25;23;4;11;6,00;2,25;6,25;5,75;2,75
3034;H-2025;0;1;2;6;5;6;1;4;5;5;5;5;6;5;5;5;2;6;6;5;5;3;4;22;20;20;21;3;9;5,50;5,00;5,00;5,25;2,25
3655;H-2025;0;0;2;6;6;6;1;6;4;5;6;5;7;6;4;7;3;7;7;7;4;1;6;23;26;22;23;3;8;5,75;6,50;5,50;5,75;2,00
3504;H-2025;0;0;2;5;6;7;1;4;4;6;7;5;2;4;6;7;6;3;4;7;6;2;2;17;11;25;27;3;12;4,25;2,75;6,25;6,75;3,00
3562;H-2025;1;0;2;4;5;6;3;6;2;7;1;6;7;5;7;7;6;7;5;7;7;6;7;16;27;26;21;2;17;4,00;6,75;6,50;5,25;4,25
3928;H-2025;0;1;2;6;7;7;1;6;6;6;6;6;5;6;7;5;6;7;7;7;4;4;7;25;25;27;22;2;13;6,25;6,25;6,75;5,50;3,25
3896;H-2025;1;1;2;7;7;6;1;5;7;7;6;4;7;7;7;7;3;5;7;7;6;4;7;28;24;28;25;4;12;7,00;6,00;7,00;6,25;3,00
3983;H-2025;0;0;1;6;6;5;2;5;5;4;3;5;5;6;6;3;4;7;7;6;3;3;7;24;24;22;14;3;12;6,00;6,00;5,50;3,50;3,00
3979;H-2025;0;0;2;5;3;5;3;5;5;5;5;4;4;5;5;7;3;4;5;6;5;4;2;20;15;19;22;4;14;5,00;3,75;4,75;5,50;3,50
3531;H-2025;0;0;2;7;7;7;1;6;5;7;7;4;4;6;7;7;1;5;6;7;6;3;3;24;18;28;27;4;9;6,00;4,50;7,00;6,75;2,25
3664;H-2025;1;0;1;6;6;7;1;5;6;6;7;5;7;6;5;7;7;7;5;7;7;7;7;23;26;24;28;3;18;5,75;6,50;6,00;7,00;4,50
3606;H-2025;0;1;2;7;7;7;1;4;7;3;7;4;4;7;3;6;5;6;7;6;4;5;6;28;20;19;24;4;15;7,00;5,00;4,75;6,00;3,75
3350;H-2025;0;1;2;5;3;6;3;4;5;5;7;4;3;5;6;6;5;3;4;6;6;4;2;19;12;20;25;4;16;4,75;3,00;5,00;6,25;4,00
3127;H-2025;0;0;2;4;4;7;5;5;4;7;7;2;4;2;7;5;7;7;4;7;7;5;6;14;22;25;26;6;23;3,50;5,50;6,25;6,50;5,75
3858;H-2025;0;1;1;4;5;5;3;5;5;5;2;5;5;4;5;3;3;5;5;6;5;3;7;18;22;21;15;3;12;4,50;5,50;5,25;3,75;3,00
3031;H-2025;1;0;2;4;6;6;3;6;4;6;7;4;7;5;6;7;5;7;3;7;6;7;5;16;25;25;26;4;19;4,00;6,25;6,25;6,50;4,75
3547;H-2025;1;1;0;7;7;7;1;5;6;7;7;5;1;7;6;5;4;4;6;7;6;5;4;26;14;27;25;3;13;6,50;3,50;6,75;6,25;3,25
3724;H-2025;0;1;2;4;6;7;1;4;3;6;7;3;3;4;7;6;5;3;6;7;7;6;4;17;14;26;27;5;17;4,25;3,50;6,50;6,75;4,25
